id_locacao;id_loja;id_atendente;id_cliente;id_veiculo;data_locacao;data_devolucao;valor_diaria;dias_locacao;valor_total;status
1209;8;23;95;1;03-06-2025;24-06-2025;386,27;21;8111,67;Ativa
1210;13;38;71;22;06-08-2025;29-08-2025;357,61;23;8225,03;Finalizada
1211;13;39;68;50;17-08-2024;19-08-2024;245,61;2;491,22;Cancelada
1212;9;26;96;40;24-05-2025;21-06-2025;355,74;28;9960,72;Ativa
1213;20;58;26;5;13-02-2022;13-03-2022;105,7;28;2959,6;Cancelada
1214;19;57;31;20;28-06-2025;21-07-2025;112,16;23;2579,68;Finalizada
1215;17;50;92;8;08-12-2025;13-12-2025;103,9;5;519,5;Ativa
1216;11;31;16;18;18-03-2024;31-03-2024;390,2;13;5072,6;Cancelada
1217;13;37;32;18;29-04-2025;24-05-2025;406,22;25;10155,5;Ativa
1218;8;22;40;13;12-10-2022;08-11-2022;192,87;27;5207,49;Ativa
1219;20;58;90;36;26-06-2025;14-07-2025;110,68;18;1992,24;Ativa
1220;19;57;22;28;05-04-2022;06-04-2022;408,02;1;408,02;Finalizada
1221;13;39;77;18;04-02-2024;10-02-2024;358,41;6;2150,46;Ativa
1222;25;73;86;2;21-08-2025;19-09-2025;410,06;29;11891,74;Cancelada
1223;20;59;26;1;09-11-2025;27-11-2025;352,72;18;6348,96;Ativa
1224;26;77;42;2;29-10-2024;23-11-2024;419,68;25;10492,0;Ativa
1225;23;68;55;37;21-03-2025;12-04-2025;106,86;22;2350,92;Ativa
1226;1;3;15;27;31-03-2025;12-04-2025;244,15;12;2929,8;Ativa
1227;3;7;65;3;21-07-2024;01-08-2024;388,48;11;4273,28;Finalizada
1228;14;40;67;25;25-11-2023;27-11-2023;110,3;2;220,6;Finalizada
1229;1;3;30;46;21-08-2022;08-09-2022;112,7;18;2028,6;Finalizada
1230;24;71;94;22;14-07-2023;23-07-2023;364,64;9;3281,76;Cancelada
1231;21;62;14;32;07-12-2023;17-12-2023;238,82;10;2388,2;Ativa
1232;23;69;36;27;08-09-2023;13-09-2023;203,03;5;1015,15;Ativa
1233;19;55;34;10;19-12-2024;16-01-2025;102,1;28;2858,8;Ativa
1234;23;68;55;46;18-03-2022;02-04-2022;119,14;15;1787,1;Cancelada
1235;2;4;54;24;02-10-2025;29-10-2025;374,9;27;10122,3;Finalizada
1236;20;58;69;1;21-11-2025;10-12-2025;341,42;19;6486,98;Cancelada
1237;14;41;67;45;23-01-2025;04-02-2025;355,82;12;4269,84;Finalizada
1238;3;7;18;40;14-10-2022;05-11-2022;415,43;22;9139,46;Cancelada
1239;1;2;41;32;28-11-2023;07-12-2023;202,97;9;1826,73;Ativa
1240;26;76;66;12;22-06-2023;19-07-2023;112,44;27;3035,88;Cancelada
1241;11;31;16;27;12-09-2022;19-09-2022;189,68;7;1327,76;Ativa
1242;9;26;84;10;18-02-2025;12-03-2025;105,79;22;2327,38;Cancelada
1243;13;38;32;17;27-05-2023;19-06-2023;111,41;23;2562,43;Ativa
1244;24;72;85;33;30-12-2022;01-01-2023;346,78;2;693,56;Finalizada
1245;10;28;10;16;25-03-2025;02-04-2025;334,3;8;2674,4;Finalizada
1246;26;78;42;12;19-03-2022;22-03-2022;118,68;3;356,04;Ativa
1247;17;51;92;38;03-10-2025;11-10-2025;364,96;8;2919,68;Ativa
1248;27;80;44;9;30-05-2025;31-05-2025;116,43;1;116,43;Cancelada
1249;20;59;56;13;03-07-2022;12-07-2022;189,55;9;1705,95;Finalizada
1250;23;67;36;26;30-09-2024;06-10-2024;204,1;6;1224,6;Cancelada
1251;12;35;21;16;06-02-2025;22-02-2025;357,29;16;5716,64;Ativa
1252;22;65;63;46;11-04-2025;24-04-2025;107,08;13;1392,04;Cancelada
1253;13;39;57;4;29-03-2025;17-04-2025;109,55;19;2081,45;Ativa
1254;2;4;12;9;13-06-2025;24-06-2025;103,13;11;1134,43;Cancelada
1255;1;3;41;9;11-07-2023;07-08-2023;105,39;27;2845,53;Finalizada
1256;13;37;71;49;28-08-2022;12-09-2022;301,23;15;4518,45;Finalizada
1257;13;38;64;19;06-01-2022;08-01-2022;417,86;2;835,72;Finalizada
1258;21;61;50;41;26-10-2022;08-11-2022;319,25;13;4150,25;Ativa
1259;1;1;41;45;20-11-2025;16-12-2025;349,37;26;9083,62;Cancelada
1260;23;67;97;7;15-07-2022;16-07-2022;193,41;1;193,41;Cancelada
1261;25;73;86;28;13-02-2025;22-02-2025;412,01;9;3708,09;Finalizada
1262;27;79;49;31;26-07-2025;11-08-2025;412,29;16;6596,64;Cancelada
1263;22;66;82;13;27-06-2023;13-07-2023;225,19;16;3603,04;Cancelada
1264;8;24;40;31;08-11-2022;29-11-2022;379,47;21;7968,87;Cancelada
1265;12;34;21;27;22-06-2024;11-07-2024;191,31;19;3634,89;Ativa
1266;13;39;64;27;27-06-2024;12-07-2024;208,8;15;3132,0;Cancelada
1267;7;20;89;41;08-12-2024;30-12-2024;305,4;22;6718,8;Cancelada
1268;2;5;23;10;19-11-2024;11-12-2024;111,34;22;2449,48;Finalizada
1269;13;37;64;37;12-12-2025;03-01-2026;103,61;22;2279,42;Finalizada
1270;14;41;67;4;17-12-2025;02-01-2026;115,54;16;1848,64;Cancelada
1271;22;65;82;42;03-06-2022;15-06-2022;119,52;12;1434,24;Ativa
1272;20;58;26;31;03-07-2022;25-07-2022;364,17;22;8011,74;Finalizada
1273;10;30;37;6;30-06-2025;20-07-2025;237,75;20;4755,0;Ativa
1274;1;1;41;10;02-01-2022;31-01-2022;106,58;29;3090,82;Cancelada
1275;3;9;65;39;27-10-2023;17-11-2023;365,66;21;7678,86;Finalizada
1276;21;63;14;44;02-12-2024;20-12-2024;112,82;18;2030,76;Ativa
1277;20;58;26;10;28-09-2023;29-09-2023;111,05;1;111,05;Ativa
1278;12;34;2;26;07-03-2022;04-04-2022;182,79;28;5118,12;Finalizada
1279;9;26;84;17;27-02-2024;28-03-2024;118,33;30;3549,9;Finalizada
1280;7;20;4;34;01-11-2022;24-11-2022;203,56;23;4681,88;Finalizada
1281;21;62;50;16;13-05-2025;22-05-2025;364,09;9;3276,81;Ativa
1282;12;35;2;11;06-04-2022;08-04-2022;111,05;2;222,1;Ativa
1283;5;14;46;46;04-05-2025;05-05-2025;112,43;1;112,43;Ativa
1284;8;23;80;49;28-07-2025;17-08-2025;351,74;20;7034,8;Ativa
1285;8;23;80;4;21-09-2025;23-09-2025;100,65;2;201,3;Cancelada
1286;8;24;51;33;20-12-2024;09-01-2025;397,24;20;7944,8;Ativa
1287;9;26;70;1;25-10-2023;23-11-2023;354,96;29;10293,84;Ativa
1288;13;39;77;8;11-07-2025;09-08-2025;116,12;29;3367,48;Finalizada
1289;21;62;14;41;06-05-2025;20-05-2025;391,7;14;5483,8;Ativa
1290;17;50;25;28;16-08-2024;26-08-2024;396,61;10;3966,1;Finalizada
1291;21;62;50;29;13-07-2022;26-07-2022;388,09;13;5045,17;Finalizada
1292;21;61;27;29;21-07-2023;31-07-2023;393,36;10;3933,6;Cancelada
1293;23;67;36;40;16-03-2022;06-04-2022;399,07;21;8380,47;Cancelada
1294;27;81;49;27;15-09-2023;21-09-2023;212,7;6;1276,2;Finalizada
1295;6;16;9;39;03-12-2022;05-12-2022;351,33;2;702,66;Cancelada
1296;22;65;99;20;21-04-2025;30-04-2025;100,13;9;901,17;Ativa
1297;15;44;58;17;10-08-2022;07-09-2022;102,97;28;2883,16;Cancelada
1298;21;63;50;23;25-12-2022;12-01-2023;103,41;18;1861,38;Ativa
1299;7;19;83;15;03-09-2024;02-10-2024;100,55;29;2915,95;Cancelada
1300;2;4;74;31;21-04-2024;02-05-2024;353,74;11;3891,14;Finalizada
1301;13;37;68;42;27-01-2022;16-02-2022;109,02;20;2180,4;Ativa
1302;8;22;51;24;02-03-2024;08-03-2024;404,71;6;2428,26;Finalizada
1303;5;13;24;45;31-07-2025;27-08-2025;379,48;27;10245,96;Cancelada
1304;3;8;81;48;16-06-2022;26-06-2022;372,24;10;3722,4;Ativa
1305;7;21;4;10;19-08-2023;20-08-2023;101,97;1;101,97;Finalizada
1306;12;34;20;8;15-04-2025;10-05-2025;115,69;25;2892,25;Cancelada
1307;9;26;7;32;04-04-2025;17-04-2025;245,49;13;3191,37;Finalizada
1308;12;36;79;6;19-09-2024;14-10-2024;235,68;25;5892,0;Finalizada
1309;28;84;87;10;29-08-2023;23-09-2023;115,06;25;2876,5;Finalizada
1310;23;68;33;48;16-02-2024;03-03-2024;326,32;16;5221,12;Ativa
1311;19;55;22;32;05-07-2022;29-07-2022;246,06;24;5905,44;Finalizada
1312;10;30;10;12;21-12-2022;05-01-2023;107,07;15;1606,05;Cancelada
1313;23;68;97;44;15-11-2022;25-11-2022;110,62;10;1106,2;Finalizada
1314;28;84;87;42;16-03-2025;17-03-2025;117,71;1;117,71;Cancelada
1315;6;17;91;24;29-09-2025;03-10-2025;351,65;4;1406,6;Cancelada
1316;2;4;12;48;23-11-2024;06-12-2024;346,95;13;4510,35;Cancelada
1317;5;13;24;12;05-05-2024;16-05-2024;107,29;11;1180,19;Cancelada
1318;13;38;17;37;06-05-2025;01-06-2025;113,47;26;2950,22;Cancelada
1319;24;70;47;2;05-05-2024;12-05-2024;388,66;7;2720,62;Ativa
1320;8;23;51;31;12-12-2022;27-12-2022;388,0;15;5820,0;Ativa
1321;27;81;35;6;14-03-2022;01-04-2022;205,23;18;3694,14;Finalizada
1322;28;82;61;20;28-02-2022;08-03-2022;104,65;8;837,2;Ativa
1323;10;29;37;7;03-09-2025;09-09-2025;194,96;6;1169,76;Ativa
1324;3;8;18;43;27-04-2024;13-05-2024;390,29;16;6244,64;Finalizada
1325;23;69;33;9;06-02-2022;10-02-2022;112,28;4;449,12;Finalizada
1326;7;20;89;27;11-05-2022;21-05-2022;200,41;10;2004,1;Finalizada
1327;26;78;39;46;21-08-2022;06-09-2022;113,11;16;1809,76;Ativa
1328;13;37;71;12;23-10-2025;07-11-2025;101,68;15;1525,2;Cancelada
1329;1;2;5;25;12-01-2023;19-01-2023;101,58;7;711,06;Cancelada
1330;27;81;44;44;23-07-2024;30-07-2024;102,14;7;714,98;Ativa
1331;21;61;14;26;08-11-2022;12-11-2022;235,5;4;942,0;Finalizada
1332;24;71;48;43;25-06-2023;21-07-2023;334,07;26;8685,82;Cancelada
1333;10;30;10;42;23-12-2023;28-12-2023;117,34;5;586,7;Finalizada
1334;13;38;17;16;03-06-2022;05-06-2022;378,86;2;757,72;Cancelada
1335;1;3;5;11;22-01-2024;30-01-2024;119,31;8;954,48;Finalizada
1336;24;70;43;30;01-05-2022;15-05-2022;114,49;14;1602,86;Cancelada
1337;19;55;22;6;01-12-2022;21-12-2022;242,73;20;4854,6;Ativa
1338;22;64;63;18;10-07-2025;01-08-2025;385,03;22;8470,66;Cancelada
1339;1;3;19;25;11-06-2024;14-06-2024;113,02;3;339,06;Finalizada
1340;2;4;23;1;08-10-2022;05-11-2022;366,9;28;10273,2;Cancelada
1341;7;20;89;2;08-06-2023;02-07-2023;366,69;24;8800,56;Cancelada
1342;13;39;17;13;03-09-2023;30-09-2023;238,75;27;6446,25;Finalizada
1343;23;68;97;37;10-04-2022;12-04-2022;105,59;2;211,18;Cancelada
1344;26;78;42;9;04-05-2025;26-05-2025;104,78;22;2305,16;Finalizada
1345;24;71;85;13;08-02-2024;08-03-2024;236,44;29;6856,76;Finalizada
1346;6;16;93;25;21-04-2023;06-05-2023;109,35;15;1640,25;Ativa
1347;5;15;24;16;07-08-2022;12-08-2022;308,6;5;1543,0;Ativa
1348;24;71;48;35;21-04-2025;30-04-2025;116,0;9;1044,0;Finalizada
1349;5;13;24;22;22-12-2022;04-01-2023;310,57;13;4037,41;Finalizada
1350;9;27;7;7;29-08-2024;11-09-2024;183,94;13;2391,22;Cancelada
1351;17;50;92;24;26-05-2025;11-06-2025;397,79;16;6364,64;Ativa
1352;14;40;1;45;18-04-2022;22-04-2022;301,74;4;1206,96;Finalizada
1353;9;26;7;33;24-08-2024;03-09-2024;375,42;10;3754,2;Finalizada
1354;12;35;2;33;21-02-2022;21-03-2022;336,73;28;9428,44;Finalizada
1355;15;43;58;18;07-07-2024;02-08-2024;393,84;26;10239,84;Finalizada
1356;8;23;80;50;06-08-2025;10-08-2025;200,22;4;800,88;Finalizada
1357;28;83;87;36;15-04-2023;27-04-2023;116,68;12;1400,16;Cancelada
1358;24;70;60;13;15-11-2024;30-11-2024;200,34;15;3005,1;Finalizada
1359;10;30;78;26;31-07-2025;05-08-2025;201,34;5;1006,7;Finalizada
1360;28;83;87;10;08-01-2024;02-02-2024;107,17;25;2679,25;Cancelada
1361;1;2;5;6;04-03-2024;03-04-2024;182,18;30;5465,4;Cancelada
1362;8;24;95;16;30-08-2022;06-09-2022;325,92;7;2281,44;Ativa
1363;3;9;18;12;07-10-2022;04-11-2022;116,08;28;3250,24;Ativa
1364;23;68;55;7;24-09-2022;22-10-2022;244,32;28;6840,96;Finalizada
1365;14;40;1;14;28-06-2023;02-07-2023;369,88;4;1479,52;Ativa
1366;12;35;79;37;30-06-2025;23-07-2025;115,19;23;2649,37;Cancelada
1367;20;58;90;41;13-09-2024;10-10-2024;338,7;27;9144,9;Finalizada
1368;27;81;49;34;12-09-2023;03-10-2023;246,21;21;5170,41;Cancelada
1369;14;40;1;50;04-11-2025;18-11-2025;190,12;14;2661,68;Finalizada
1370;12;36;52;2;22-07-2025;14-08-2025;361,45;23;8313,35;Ativa
1371;8;22;95;32;31-03-2025;14-04-2025;233,47;14;3268,58;Finalizada
1372;1;1;88;46;28-12-2023;07-01-2024;105,88;10;1058,8;Finalizada
1373;12;34;38;7;23-05-2023;13-06-2023;211,8;21;4447,8;Cancelada
1374;27;80;72;13;04-09-2025;06-09-2025;218,98;2;437,96;Ativa
1375;10;28;10;42;16-04-2022;24-04-2022;108,95;8;871,6;Cancelada
1376;7;19;83;35;30-07-2022;23-08-2022;118,42;24;2842,08;Cancelada
1377;19;56;31;20;21-04-2025;09-05-2025;106,75;18;1921,5;Cancelada
1378;2;4;74;30;25-06-2025;15-07-2025;116,38;20;2327,6;Finalizada
1379;12;36;20;11;14-04-2025;25-04-2025;104,32;11;1147,52;Cancelada
1380;24;71;94;10;29-09-2023;15-10-2023;110,96;16;1775,36;Finalizada
1381;9;27;96;39;19-01-2024;21-01-2024;362,62;2;725,24;Finalizada
1382;11;33;16;28;18-07-2023;06-08-2023;394,01;19;7486,19;Cancelada
1383;12;35;79;15;28-11-2024;03-12-2024;116,27;5;581,35;Ativa
1384;20;59;56;11;05-07-2024;08-07-2024;103,03;3;309,09;Ativa
1385;3;7;65;14;19-05-2025;30-05-2025;312,43;11;3436,73;Finalizada
1386;19;56;34;16;18-03-2022;20-03-2022;362,86;2;725,72;Finalizada
1387;22;65;99;49;12-05-2025;23-05-2025;350,02;11;3850,22;Finalizada
1388;5;13;24;16;25-05-2022;06-06-2022;369,14;12;4429,68;Cancelada
1389;17;50;92;3;07-02-2023;07-03-2023;316,71;28;8867,88;Ativa
1390;19;56;34;18;30-04-2024;10-05-2024;391,64;10;3916,4;Finalizada
1391;22;64;82;47;13-04-2024;18-04-2024;221,02;5;1105,1;Ativa
1392;23;68;97;15;03-12-2025;17-12-2025;106,77;14;1494,78;Finalizada
1393;2;5;75;1;27-12-2024;21-01-2025;391,14;25;9778,5;Finalizada
1394;17;49;92;23;25-03-2023;01-04-2023;103,31;7;723,17;Ativa
1395;10;29;10;36;19-02-2023;13-03-2023;107,43;22;2363,46;Finalizada
1396;8;22;80;36;26-11-2024;13-12-2024;113,67;17;1932,39;Finalizada
1397;28;82;61;1;22-10-2024;27-10-2024;370,49;5;1852,45;Cancelada
1398;12;34;45;4;16-01-2022;20-01-2022;116,42;4;465,68;Ativa
1399;6;16;91;25;26-06-2022;03-07-2022;103,15;7;722,05;Ativa
1400;22;66;100;31;11-12-2024;24-12-2024;392,55;13;5103,15;Finalizada
1401;13;37;64;36;12-05-2024;28-05-2024;112,59;16;1801,44;Finalizada
1402;17;51;25;35;01-05-2023;28-05-2023;103,95;27;2806,65;Cancelada
1403;1;2;30;4;21-10-2025;29-10-2025;117,74;8;941,92;Ativa
1404;3;8;18;14;13-03-2025;22-03-2025;300,23;9;2702,07;Cancelada
1405;24;72;43;49;18-12-2023;20-12-2023;332,76;2;665,52;Ativa
1406;22;65;82;13;01-01-2025;25-01-2025;235,72;24;5657,28;Cancelada
1407;2;5;75;30;14-01-2024;04-02-2024;116,64;21;2449,44;Finalizada
1408;1;1;15;15;13-08-2024;31-08-2024;119,85;18;2157,3;Finalizada
1409;26;77;66;18;05-12-2024;31-12-2024;376,68;26;9793,68;Finalizada
1410;20;60;56;43;03-03-2025;27-03-2025;369,5;24;8868,0;Finalizada
1411;2;5;54;1;18-06-2025;01-07-2025;371,33;13;4827,29;Finalizada
1412;7;19;4;28;20-03-2023;27-03-2023;371,92;7;2603,44;Finalizada
1413;20;59;56;27;22-08-2024;27-08-2024;234,7;5;1173,5;Cancelada
1414;20;60;90;7;16-11-2022;06-12-2022;201,0;20;4020,0;Ativa
1415;21;63;50;13;04-02-2023;21-02-2023;216,18;17;3675,06;Finalizada
1416;3;8;18;7;18-12-2025;24-12-2025;238,55;6;1431,3;Cancelada
1417;10;28;78;10;28-08-2025;01-09-2025;113,52;4;454,08;Ativa
1418;25;75;8;34;05-01-2024;28-01-2024;184,75;23;4249,25;Ativa
1419;27;81;29;13;04-03-2022;01-04-2022;237,57;28;6651,96;Ativa
1420;6;17;9;30;23-01-2022;08-02-2022;118,74;16;1899,84;Cancelada
1421;1;1;15;29;16-02-2025;02-03-2025;324,12;14;4537,68;Ativa
1422;22;65;100;19;12-10-2022;18-10-2022;413,94;6;2483,64;Cancelada
1423;1;3;15;30;28-11-2022;05-12-2022;114,33;7;800,31;Ativa
1424;2;5;54;48;17-12-2024;26-12-2024;366,52;9;3298,68;Finalizada
1425;10;28;37;17;18-05-2022;31-05-2022;102,63;13;1334,19;Finalizada
1426;2;4;12;8;11-04-2024;29-04-2024;106,32;18;1913,76;Cancelada
1427;3;8;81;33;09-05-2025;03-06-2025;303,79;25;7594,75;Finalizada
1428;6;16;9;2;25-11-2023;27-11-2023;414,17;2;828,34;Ativa
1429;10;29;10;25;04-12-2023;18-12-2023;119,84;14;1677,76;Cancelada
1430;22;65;100;18;11-04-2024;29-04-2024;364,24;18;6556,32;Ativa
1431;25;75;8;9;24-03-2025;08-04-2025;116,93;15;1753,95;Cancelada
1432;24;70;47;14;15-06-2025;16-06-2025;305,47;1;305,47;Ativa
1433;12;34;20;41;08-08-2023;13-08-2023;377,23;5;1886,15;Ativa
1434;19;56;31;20;11-12-2025;03-01-2026;112,6;23;2589,8;Cancelada
1435;20;60;90;24;06-08-2024;28-08-2024;411,9;22;9061,8;Finalizada
1436;13;39;77;2;08-09-2025;21-09-2025;417,84;13;5431,92;Finalizada
1437;25;75;86;20;15-09-2024;07-10-2024;101,75;22;2238,5;Finalizada
1438;24;72;43;35;17-08-2025;05-09-2025;110,57;19;2100,83;Finalizada
1439;10;30;78;17;24-12-2022;05-01-2023;106,45;12;1277,4;Cancelada
1440;17;49;92;3;01-09-2025;21-09-2025;304,01;20;6080,2;Cancelada
1441;27;81;49;20;12-06-2023;18-06-2023;104,63;6;627,78;Cancelada
1442;3;8;65;24;29-12-2025;25-01-2026;408,04;27;11017,08;Finalizada
1443;9;26;96;23;15-09-2023;17-09-2023;102,67;2;205,34;Ativa
1444;2;5;12;7;22-06-2025;09-07-2025;199,29;17;3387,93;Finalizada
1445;9;25;70;13;05-06-2022;26-06-2022;216,11;21;4538,31;Ativa
1446;1;3;15;8;27-04-2023;13-05-2023;105,64;16;1690,24;Cancelada
1447;21;63;27;46;02-06-2024;30-06-2024;116,15;28;3252,2;Cancelada
1448;8;22;80;8;01-01-2022;12-01-2022;104,07;11;1144,77;Ativa
1449;5;13;24;48;07-02-2022;06-03-2022;303,53;27;8195,31;Finalizada
1450;27;79;44;35;16-07-2025;30-07-2025;105,42;14;1475,88;Finalizada
1451;2;5;54;30;11-10-2025;29-10-2025;105,1;18;1891,8;Finalizada
1452;20;58;90;45;10-03-2024;01-04-2024;384,6;22;8461,2;Cancelada
1453;2;4;23;37;15-12-2023;18-12-2023;119,69;3;359,07;Cancelada
1454;10;28;78;37;02-05-2023;08-05-2023;112,3;6;673,8;Finalizada
1455;14;41;67;39;22-04-2025;13-05-2025;352,28;21;7397,88;Cancelada
1456;23;69;33;13;18-11-2025;19-11-2025;235,18;1;235,18;Finalizada
1457;11;33;59;29;12-04-2025;12-05-2025;366,71;30;11001,3;Cancelada
1458;11;31;59;32;14-02-2022;21-02-2022;215,65;7;1509,55;Finalizada
1459;12;34;38;25;27-07-2023;21-08-2023;106,52;25;2663,0;Cancelada
1460;25;74;6;14;16-08-2022;18-08-2022;321,75;2;643,5;Finalizada
1461;21;61;50;28;16-05-2023;23-05-2023;394,42;7;2760,94;Finalizada
1462;21;62;27;49;21-08-2023;02-09-2023;393,96;12;4727,52;Finalizada
1463;15;43;58;16;29-03-2023;21-04-2023;353,74;23;8136,02;Ativa
1464;14;40;67;48;22-06-2023;15-07-2023;333,15;23;7662,45;Finalizada
1465;19;57;11;9;07-10-2024;02-11-2024;115,0;26;2990,0;Finalizada
1466;14;41;1;39;17-10-2022;30-10-2022;340,48;13;4426,24;Finalizada
1467;2;4;12;38;25-07-2023;23-08-2023;350,91;29;10176,39;Cancelada
1468;9;26;98;16;02-02-2025;09-02-2025;305,9;7;2141,3;Finalizada
1469;12;35;20;16;24-06-2023;16-07-2023;384,11;22;8450,42;Finalizada
1470;12;35;79;20;01-05-2024;21-05-2024;101,21;20;2024,2;Ativa
1471;19;55;22;17;19-03-2025;01-04-2025;108,31;13;1408,03;Cancelada
1472;2;4;75;23;26-12-2025;22-01-2026;110,43;27;2981,61;Finalizada
1473;13;37;57;7;21-12-2022;23-12-2022;185,1;2;370,2;Finalizada
1474;3;9;81;13;04-03-2023;30-03-2023;216,47;26;5628,22;Cancelada
1475;5;14;13;39;30-10-2023;21-11-2023;310,95;22;6840,9;Finalizada
1476;27;80;29;8;08-10-2024;25-10-2024;106,39;17;1808,63;Cancelada
1477;13;38;64;36;11-03-2024;12-03-2024;115,17;1;115,17;Cancelada
1478;25;73;76;9;11-08-2024;20-08-2024;102,33;9;920,97;Finalizada
1479;19;56;22;32;25-02-2023;16-03-2023;246,95;19;4692,05;Finalizada
1480;12;34;20;38;26-06-2025;14-07-2025;335,0;18;6030,0;Ativa
1481;14;41;1;50;06-05-2023;30-05-2023;222,98;24;5351,52;Cancelada
1482;5;14;24;15;12-04-2024;03-05-2024;108,45;21;2277,45;Finalizada
1483;8;24;95;8;11-07-2024;30-07-2024;100,18;19;1903,42;Ativa
1484;13;38;77;14;04-05-2023;30-05-2023;376,21;26;9781,46;Ativa
1485;23;68;33;18;04-09-2023;14-09-2023;381,79;10;3817,9;Ativa
1486;17;51;92;9;05-05-2024;27-05-2024;117,62;22;2587,64;Cancelada
1487;13;39;77;7;01-09-2023;28-09-2023;228,26;27;6163,02;Cancelada
1488;22;65;99;42;04-07-2025;19-07-2025;114,36;15;1715,4;Finalizada
1489;6;18;93;5;23-02-2022;26-02-2022;101,58;3;304,74;Finalizada
1490;21;62;28;21;07-02-2023;28-02-2023;119,84;21;2516,64;Ativa
1491;13;37;71;23;28-07-2022;11-08-2022;114,56;14;1603,84;Finalizada
1492;12;34;21;12;02-10-2024;30-10-2024;106,45;28;2980,6;Cancelada
1493;23;67;33;28;19-01-2023;25-01-2023;368,54;6;2211,24;Finalizada
1494;28;83;61;30;03-02-2022;20-02-2022;113,21;17;1924,57;Cancelada
1495;13;39;3;50;24-06-2023;12-07-2023;215,27;18;3874,86;Cancelada
1496;5;14;46;4;13-10-2022;29-10-2022;115,85;16;1853,6;Ativa
1497;9;27;84;15;15-02-2024;10-03-2024;102,76;24;2466,24;Finalizada
1498;22;66;99;5;09-07-2023;12-07-2023;110,47;3;331,41;Ativa
1499;1;2;5;4;29-04-2025;17-05-2025;117,46;18;2114,28;Cancelada
1500;2;5;54;21;26-01-2023;11-02-2023;102,96;16;1647,36;Finalizada
1501;23;67;36;37;12-01-2024;03-02-2024;118,7;22;2611,4;Ativa
1502;17;49;62;39;06-07-2022;25-07-2022;355,27;19;6750,13;Ativa
1503;7;19;4;28;03-06-2024;29-06-2024;357,78;26;9302,28;Ativa
1504;12;35;52;41;29-04-2024;30-04-2024;385,94;1;385,94;Ativa
1505;21;62;28;18;20-06-2022;17-07-2022;391,87;27;10580,49;Ativa
1506;23;67;97;4;30-09-2024;15-10-2024;118,65;15;1779,75;Cancelada
1507;24;72;48;19;15-10-2025;25-10-2025;365,93;10;3659,3;Cancelada
1508;1;3;41;32;29-09-2025;18-10-2025;242,43;19;4606,17;Ativa
1509;6;16;9;50;10-05-2022;27-05-2022;188,01;17;3196,17;Cancelada
1510;12;34;20;40;10-09-2025;27-09-2025;364,75;17;6200,75;Finalizada
1511;9;27;96;46;26-07-2024;12-08-2024;116,04;17;1972,68;Cancelada
1512;14;42;1;28;17-01-2023;16-02-2023;357,23;30;10716,9;Ativa
1513;27;80;44;27;05-03-2025;03-04-2025;196,37;29;5694,73;Ativa
1514;21;63;14;4;11-09-2023;05-10-2023;113,17;24;2716,08;Finalizada
1515;23;68;97;18;12-01-2025;10-02-2025;402,32;29;11667,28;Finalizada
1516;12;34;38;19;25-03-2022;26-03-2022;388,31;1;388,31;Cancelada
1517;10;29;37;30;25-09-2023;04-10-2023;112,17;9;1009,53;Finalizada
1518;10;28;37;10;07-01-2025;28-01-2025;102,39;21;2150,19;Ativa
1519;17;49;92;20;28-11-2022;26-12-2022;111,38;28;3118,64;Cancelada
1520;13;38;17;8;02-03-2022;20-03-2022;110,08;18;1981,44;Finalizada
1521;12;34;20;44;04-08-2022;02-09-2022;110,89;29;3215,81;Ativa
1522;8;22;80;7;25-11-2024;13-12-2024;202,87;18;3651,66;Finalizada
1523;10;30;37;4;25-03-2025;28-03-2025;107,39;3;322,17;Cancelada
1524;22;64;100;14;31-10-2025;30-11-2025;348,57;30;10457,1;Ativa
1525;10;29;10;44;09-06-2025;14-06-2025;102,69;5;513,45;Cancelada
1526;22;64;100;47;02-07-2022;10-07-2022;237,93;8;1903,44;Ativa
1527;12;35;2;9;11-10-2025;09-11-2025;104,75;29;3037,75;Ativa
1528;20;60;26;4;24-08-2023;28-08-2023;110,37;4;441,48;Finalizada
1529;12;36;2;50;28-08-2024;26-09-2024;229,68;29;6660,72;Finalizada
1530;25;73;6;29;07-04-2023;05-05-2023;334,62;28;9369,36;Finalizada
1531;12;36;52;6;25-06-2024;29-06-2024;210,16;4;840,64;Finalizada
1532;24;71;85;26;17-11-2024;15-12-2024;232,55;28;6511,4;Ativa
1533;13;39;68;35;06-01-2024;07-01-2024;110,56;1;110,56;Cancelada
1534;12;34;2;36;30-05-2024;09-06-2024;102,14;10;1021,4;Ativa
1535;25;75;76;13;18-09-2024;12-10-2024;182,28;24;4374,72;Ativa
1536;20;60;90;16;13-09-2023;25-09-2023;380,67;12;4568,04;Cancelada
1537;2;6;75;14;12-09-2024;13-09-2024;338,43;1;338,43;Finalizada
1538;21;61;27;33;28-04-2022;10-05-2022;358,23;12;4298,76;Cancelada
1539;28;83;87;25;18-04-2025;07-05-2025;117,26;19;2227,94;Cancelada
1540;21;61;14;32;17-07-2022;07-08-2022;227,58;21;4779,18;Finalizada
1541;12;36;21;36;25-06-2022;12-07-2022;119,61;17;2033,37;Finalizada
1542;9;25;84;24;12-04-2022;06-05-2022;405,96;24;9743,04;Finalizada
1543;27;80;35;12;13-01-2024;22-01-2024;108,84;9;979,56;Cancelada
